min_x,min_y,min_z,25%_x,25%_y,25%_z,50%_x,50%_y,50%_z,75%_x,75%_y,75%_z,max_x,max_y,max_z,mean_x,mean_y,mean_z,machine,process_name,label
-1934.0,-76.0,9.0,74.0,2076.0,0.9753667091836735,-1288.0,-58.0,9.0,68.0,1214.0,5.625837053571429,-1731.0,-1097.0,-1030.0,-966.0,-366.0,-1031.1163703762754,M02,OP07,good
-1920.0,-27.0,7.0,31.0,2016.0,2.413384885204082,-976.0,-56.0,9.0,62.0,841.0,4.352160395408164,-2369.0,-1087.0,-1032.0,-974.0,-245.0,-1032.1238639987246,M02,OP07,good
-1948.0,-27.0,7.0,29.0,1912.0,2.292948820153061,-1196.0,-58.0,9.0,62.0,829.0,3.765525350765306,-2303.0,-1087.0,-1032.0,-976.0,-263.0,-1031.965501434949,M02,OP07,good
-1948.0,-39.0,5.0,35.0,1858.0,-0.09126072303921569,-1270.0,-46.0,5.0,54.0,1036.0,2.0909352022058822,-1815.0,-1095.0,-1030.0,-970.0,-355.0,-1031.8702129289215,M02,OP07,good
-1953.0,-158.0,0.0,173.0,1938.0,0.2084942084942085,-2605.0,-165.0,7.0,183.0,2605.0,4.163991058727901,-3115.0,-1220.0,-1024.0,-843.0,917.0,-1031.8852149679217,M02,OP07,bad
-1916.0,-124.0,7.0,197.0,1926.0,23.57344627380371,-2032.0,-138.0,19.0,181.0,1559.0,16.643388748168945,-2693.0,-1245.0,-1024.0,-880.0,665.0,-1049.4456787109375,M02,OP07,bad
-1975.0,-115.0,3.0,197.0,2125.0,23.63045883178711,-1725.0,-134.0,23.0,175.0,1557.0,15.99041748046875,-2551.0,-1247.0,-1028.0,-882.0,351.0,-1049.4083251953125,M02,OP07,bad
-1860.0,-46.0,7.0,44.0,1955.0,-0.7419245793269231,-905.0,-101.0,7.0,95.0,993.0,1.5266801883012822,-1651.0,-1132.0,-1032.0,-940.0,-427.0,-1032.2079827724358,M02,OP08,good
-1920.0,-50.0,9.0,52.0,1940.0,1.8480389569256757,-1196.0,-218.0,0.0,236.0,1368.0,4.925002639358108,-1844.0,-1171.0,-1036.0,-905.0,-288.0,-1031.4006281672298,M02,OP08,good
-1877.0,-29.0,5.0,33.0,2002.0,2.11596019847973,-1044.0,-111.0,5.0,113.0,761.0,2.9710594383445947,-2309.0,-1091.0,-1034.0,-970.0,-255.0,-1032.320286106419,M02,OP08,good
-1850.0,-42.0,9.0,48.0,1799.0,2.139503272804054,-1403.0,-187.0,0.0,206.0,1401.0,5.687394425675675,-1801.0,-1161.0,-1036.0,-909.0,-331.0,-1031.2256651182433,M02,OP08,good
-1959.0,-29.0,5.0,33.0,2016.0,2.1688529349662162,-815.0,-111.0,5.0,115.0,907.0,3.14966480152027,-2424.0,-1093.0,-1034.0,-970.0,-251.0,-1032.2983002533783,M02,OP08,good
-1891.0,-46.0,9.0,48.0,1873.0,1.8705262880067568,-1341.0,-199.0,1.0,214.0,1510.0,5.693781672297297,-1846.0,-1159.0,-1036.0,-913.0,-257.0,-1031.2126134923988,M02,OP08,good
-1860.0,-44.0,7.0,46.0,1934.0,-1.0036289544753085,-1323.0,-95.0,7.0,93.0,1173.0,1.5250892168209877,-1807.0,-1136.0,-1028.0,-936.0,-406.0,-1031.9210792824074,M02,OP08,good
-1850.0,-46.0,9.0,50.0,1930.0,2.052615603885135,-1465.0,-210.0,0.0,230.0,1327.0,5.328177787162162,-1922.0,-1173.0,-1038.0,-907.0,-331.0,-1031.690746410473,M02,OP08,good
-1981.0,-27.0,5.0,31.0,1848.0,2.1729719606164384,-722.0,-109.0,3.0,111.0,909.0,2.847000749143836,-2346.0,-1093.0,-1034.0,-970.0,-290.0,-1032.3793343321918,M02,OP08,good
-1811.0,-44.0,7.0,46.0,1776.0,0.04696044921875,-935.0,-91.0,9.0,95.0,870.0,3.05592041015625,-1731.0,-1138.0,-1026.0,-940.0,-304.0,-1032.2246704101562,M02,OP08,good
-1899.0,-27.0,5.0,31.0,1844.0,2.433936866554054,-927.0,-109.0,5.0,111.0,794.0,2.4098263302364864,-2381.0,-1089.0,-1034.0,-974.0,-306.0,-1032.1702781883446,M02,OP08,good
-1938.0,-27.0,7.0,31.0,1830.0,2.413406999143836,-769.0,-113.0,5.0,117.0,767.0,3.2866144049657535,-2342.0,-1089.0,-1034.0,-974.0,-335.0,-1032.09792380137,M02,OP08,good
-1817.0,-70.0,0.0,56.0,1854.0,-0.5741263724662162,-1415.0,-109.0,7.0,99.0,1290.0,-0.14435969172297297,-1661.0,-1132.0,-1036.0,-935.0,-259.0,-1032.97265625,M02,OP08,good
-1875.0,-27.0,7.0,31.0,1832.0,2.3024572423986487,-784.0,-107.0,5.0,109.0,831.0,3.307907516891892,-2418.0,-1085.0,-1034.0,-974.0,-298.0,-1031.810203758446,M02,OP08,good
-2065.0,-117.0,7.0,115.0,2002.0,0.3835251266891892,-1356.0,-224.0,0.0,232.0,1321.0,4.896999049831081,-1870.0,-1167.0,-1036.0,-894.0,-130.0,-1031.2361961570946,M02,OP08,good
-1856.0,-25.0,7.0,31.0,1994.0,2.5767129434121623,-757.0,-109.0,5.0,113.0,794.0,3.6851905616554053,-2453.0,-1091.0,-1034.0,-972.0,-314.0,-1031.8601668074325,M02,OP08,good
-1801.0,-66.0,0.0,56.0,1991.0,-0.827808277027027,-1190.0,-105.0,3.0,95.0,1001.0,-1.4260847761824325,-1709.0,-1136.0,-1036.0,-933.0,-353.0,-1032.9219805743244,M02,OP08,good
-1905.0,-25.0,7.0,31.0,1875.0,2.103435359589041,-1030.0,-107.0,3.0,109.0,847.0,2.9816459760273974,-2479.0,-1087.0,-1034.0,-974.0,-318.0,-1031.8424389982877,M02,OP08,good
-2080.0,-119.0,5.0,121.0,2037.0,-0.02642299107142857,-1352.0,-240.0,0.0,247.0,1360.0,4.82646484375,-1856.0,-1177.0,-1040.0,-882.0,-122.0,-1031.1671875,M02,OP08,good
-1907.0,-29.0,5.0,31.0,1858.0,2.106247360641892,-915.0,-109.0,5.0,113.0,786.0,3.416213576858108,-2492.0,-1091.0,-1034.0,-970.0,-300.0,-1031.8681244721283,M02,OP08,good
-1961.0,-48.0,7.0,52.0,1926.0,-0.5006428006329114,-1341.0,-101.0,9.0,101.0,1098.0,3.053537875791139,-1709.0,-1147.0,-1026.0,-923.0,-349.0,-1031.7389982199368,M02,OP08,good
-1912.0,-29.0,5.0,31.0,1793.0,2.213550464527027,-808.0,-109.0,3.0,115.0,897.0,2.9611222550675675,-2564.0,-1091.0,-1034.0,-972.0,-329.0,-1032.1378536739865,M02,OP08,good
-1868.0,-27.0,5.0,31.0,2012.0,1.9864366319444444,-810.0,-111.0,3.0,111.0,815.0,2.6096598307291665,-2145.0,-1091.0,-1036.0,-970.0,-292.0,-1032.3743489583333,M02,OP08,good
-1975.0,-44.0,3.0,42.0,1926.0,-0.10975820806962025,-839.0,-91.0,3.0,85.0,997.0,0.0902887658227848,-1780.0,-1132.0,-1032.0,-942.0,-394.0,-1032.7051399327531,M02,OP08,good
-2092.0,-119.0,7.0,115.0,2174.0,-0.95458984375,-1251.0,-238.0,3.0,240.0,1370.0,1.93115234375,-1930.0,-1175.0,-1038.0,-895.0,-148.0,-1032.6237595016892,M02,OP08,good
-1936.0,-27.0,7.0,31.0,1862.0,1.8950262200342465,-888.0,-111.0,3.0,109.0,940.0,1.8513618364726028,-2156.0,-1091.0,-1034.0,-972.0,-300.0,-1032.3979692851028,M02,OP08,good
-1959.0,-29.0,5.0,31.0,1940.0,2.1117372255067566,-935.0,-107.0,5.0,113.0,886.0,3.6149308488175675,-2613.0,-1091.0,-1034.0,-970.0,-325.0,-1031.7674989442567,M02,OP08,good
-1895.0,-44.0,5.0,42.0,2024.0,-1.311473357371795,-919.0,-91.0,3.0,83.0,870.0,-0.9406926081730769,-1729.0,-1132.0,-1030.0,-946.0,-349.0,-1033.166015625,M02,OP08,good
-1934.0,-70.0,5.0,68.0,1928.0,-0.7176983173076923,-1198.0,-89.0,9.0,91.0,1212.0,2.454852764423077,-1762.0,-1139.0,-1026.0,-929.0,-294.0,-1032.3176958133013,M02,OP08,good
-1911.0,-25.0,7.0,31.0,1934.0,2.2573374155405403,-1054.0,-111.0,3.0,115.0,776.0,2.9904191300675675,-2332.0,-1091.0,-1034.0,-970.0,-325.0,-1031.991039379223,M02,OP08,good
-2030.0,-27.0,5.0,31.0,1887.0,2.524216110641892,-962.0,-111.0,5.0,113.0,1237.0,3.064453125,-2455.0,-1089.0,-1034.0,-974.0,-347.0,-1032.3085541596283,M02,OP08,good
-1862.0,-46.0,7.0,46.0,1866.0,-1.1529572315705128,-993.0,-89.0,3.0,83.0,1206.0,0.4070387620192308,-1836.0,-1134.0,-1030.0,-944.0,-372.0,-1032.8008688902244,M02,OP08,good
-1868.0,-27.0,7.0,31.0,1912.0,2.392857142857143,-1048.0,-109.0,5.0,111.0,1040.0,2.8551060267857142,-2311.0,-1089.0,-1034.0,-970.0,-296.0,-1032.0304547991072,M02,OP08,good
-1907.0,-29.0,7.0,33.0,1971.0,2.41162109375,-1028.0,-113.0,3.0,115.0,915.0,3.187882706925676,-2266.0,-1095.0,-1032.0,-968.0,-308.0,-1031.5884580869933,M02,OP08,good
-1912.0,-54.0,5.0,52.0,2041.0,-1.2429637419871795,-927.0,-97.0,5.0,89.0,905.0,-0.1412635216346154,-1694.0,-1138.0,-1028.0,-942.0,-273.0,-1031.9246168870193,M02,OP08,good
-1967.0,-115.0,7.0,113.0,2164.0,-0.7528637035472973,-1272.0,-240.0,3.0,242.0,1393.0,2.3486460092905403,-2012.0,-1175.0,-1036.0,-894.0,-68.0,-1032.4307432432433,M02,OP08,good
-2117.0,-27.0,5.0,31.0,1852.0,1.7859346693840579,-841.0,-113.0,1.0,115.0,897.0,2.752802309782609,-2158.0,-1093.0,-1036.0,-966.0,-302.0,-1032.5209748641305,M02,OP08,good
-1852.0,-46.0,9.0,48.0,1893.0,2.0204946157094597,-1512.0,-216.0,1.0,230.0,1405.0,5.036766258445946,-1918.0,-1175.0,-1036.0,-903.0,-306.0,-1031.5750105574325,M02,OP08,good
-1873.0,-35.0,3.0,33.0,1844.0,-0.5749088541666667,-835.0,-80.0,7.0,72.0,931.0,-0.6897265625,-1635.0,-1134.0,-1034.0,-935.0,-286.0,-1033.286328125,M02,OP08,good
-1811.0,-33.0,5.0,31.0,1754.0,-0.19040398848684212,-884.0,-74.0,9.0,74.0,827.0,1.6510716488486843,-1672.0,-1136.0,-1034.0,-933.0,-288.0,-1032.9127390008223,M02,OP08,good
-1815.0,-17.0,11.0,44.0,1868.0,16.03971290588379,-970.0,-85.0,1.0,113.0,837.0,15.266721725463867,-1778.0,-1110.0,-1052.0,-989.0,-279.0,-1049.7659912109375,M02,OP08,good
-1870.0,-48.0,9.0,52.0,1897.0,1.813133445945946,-1296.0,-214.0,-1.0,230.0,1307.0,5.07349292652027,-1752.0,-1177.0,-1034.0,-907.0,-290.0,-1031.3699588260135,M02,OP08,good
-1991.0,-48.0,7.0,52.0,1745.0,1.163101513922682,-1686.0,-156.0,3.0,160.0,1665.0,3.9741653149499867,-2625.0,-1108.0,-1046.0,-942.0,710.0,-1031.7271221951878,M02,OP08,bad
-1961.0,-27.0,13.0,60.0,1885.0,17.95071029663086,-1432.0,-122.0,7.0,156.0,1214.0,16.734310150146484,-1772.0,-1132.0,-1054.0,-968.0,-316.0,-1049.568115234375,M02,OP08,bad
-2012.0,-126.0,-1.0,121.0,1940.0,-4.866757142857143,-890.0,-95.0,5.0,95.0,782.0,-0.10678571428571429,-1764.0,-1171.0,-1018.0,-888.0,-197.0,-1032.8208142857143,M02,OP08,bad
-1788.0,-29.0,15.0,62.0,2061.0,18.170392990112305,-1237.0,-124.0,7.0,162.0,1065.0,17.040964126586914,-1811.0,-1138.0,-1050.0,-966.0,-257.0,-1049.5028076171875,M02,OP08,bad
-1996.0,-68.0,5.0,68.0,2168.0,-1.012874963148585,-1331.0,-91.0,9.0,91.0,1149.0,2.247954746462264,-2106.0,-1200.0,-1036.0,-858.0,-17.0,-1032.2799325619103,M02,OP09,good
-2006.0,-27.0,5.0,31.0,2014.0,2.2716749237804876,-1220.0,-40.0,11.0,50.0,1011.0,4.414281631097561,-2521.0,-1106.0,-1030.0,-958.0,124.0,-1032.0834127286585,M02,OP09,good
-2051.0,-29.0,5.0,33.0,2182.0,2.04183974847561,-1380.0,-42.0,11.0,54.0,1210.0,4.95512099847561,-2463.0,-1116.0,-1028.0,-950.0,138.0,-1031.7964939024391,M02,OP09,good
-1971.0,-44.0,3.0,42.0,2063.0,-1.0318824404761904,-1333.0,-83.0,5.0,74.0,1102.0,-0.691806175595238,-2129.0,-1208.0,-1034.0,-860.0,-95.0,-1033.1427269345238,M02,OP09,good
-2012.0,-27.0,5.0,31.0,2151.0,2.0772100652305827,-1126.0,-42.0,9.0,52.0,1130.0,4.092147679004855,-2418.0,-1110.0,-1030.0,-956.0,95.0,-1032.407392483313,M02,OP09,good
-2153.0,-105.0,5.0,101.0,2315.0,-1.548363546723301,-1643.0,-101.0,3.0,105.0,1682.0,1.5580675439927185,-2092.0,-1307.0,-1057.0,-759.0,199.0,-1032.5865300743326,M02,OP09,good
-2047.0,-27.0,5.0,31.0,2145.0,1.8921259236453203,-1030.0,-40.0,11.0,52.0,1071.0,4.392530018472907,-2395.0,-1112.0,-1030.0,-954.0,54.0,-1032.4065771243843,M02,OP09,good
-2071.0,-46.0,1.0,44.0,1959.0,-0.19078898879716982,-1054.0,-85.0,5.0,78.0,1327.0,-0.12979529038915094,-2110.0,-1216.0,-1030.0,-858.0,-72.0,-1032.6672501474056,M02,OP09,good
-2117.0,-27.0,5.0,31.0,2197.0,2.1460686107673266,-1143.0,-40.0,9.0,52.0,976.0,4.547600170173268,-2426.0,-1114.0,-1030.0,-952.0,66.0,-1032.5196327738242,M02,OP09,good
-2215.0,-105.0,3.0,103.0,2156.0,-1.6601849735207834,-1709.0,-107.0,3.0,109.0,1653.0,2.0799091324722827,-2127.0,-1309.0,-1052.0,-761.0,111.0,-1032.5716510458337,M02,OP09,good
-2012.0,-27.0,5.0,33.0,2562.0,2.576442088895631,-1065.0,-37.0,9.0,48.0,1524.0,5.481293613470874,-2365.0,-1108.0,-1028.0,-956.0,58.0,-1031.588573270631,M02,OP09,good
-1991.0,-56.0,0.0,54.0,2012.0,-1.0023193359375,-1075.0,-89.0,5.0,78.0,1163.0,-0.3322002704326923,-2147.0,-1210.0,-1030.0,-862.0,-39.0,-1031.9815110426682,M02,OP09,good
-2043.0,-25.0,5.0,31.0,2155.0,2.514910442073171,-1034.0,-40.0,9.0,52.0,1276.0,4.768497522865854,-2434.0,-1106.0,-1030.0,-958.0,74.0,-1032.0076410060976,M02,OP09,good
-2000.0,-29.0,5.0,33.0,2238.0,2.40933212652439,-1167.0,-42.0,11.0,52.0,919.0,4.504277820121951,-2492.0,-1110.0,-1030.0,-956.0,115.0,-1032.2300114329269,M02,OP09,good
-1961.0,-48.0,5.0,48.0,1938.0,-1.1758964106721699,-1145.0,-85.0,5.0,78.0,1093.0,0.21651127653301888,-2131.0,-1206.0,-1032.0,-853.0,-42.0,-1032.7789191479953,M02,OP09,good
-1977.0,-42.0,3.0,40.0,1953.0,-1.1000907138625593,-1046.0,-80.0,5.0,76.0,1028.0,-0.7047448904028436,-2266.0,-1264.0,-1028.0,-792.0,160.0,-1033.3842380035544,M02,OP09,good
-2076.0,-37.0,5.0,42.0,2141.0,2.502194848391089,-1450.0,-58.0,9.0,68.0,1540.0,6.273466506806931,-2127.0,-1264.0,-1057.0,-798.0,-1.0,-1031.5865224706065,M02,OP09,good
-2051.0,-35.0,5.0,42.0,2131.0,2.6847778910024154,-1380.0,-56.0,9.0,66.0,1510.0,6.052139945652174,-2100.0,-1268.0,-1050.0,-800.0,19.0,-1031.4223986639493,M02,OP09,good
-1977.0,-17.0,9.0,39.0,2115.0,14.912888526916504,-1011.0,-44.0,1.0,68.0,1288.0,13.329508781433105,-2233.0,-1124.0,-1046.0,-979.0,5.0,-1049.1922607421875,M02,OP09,good
-2002.0,-40.0,5.0,37.0,2053.0,-0.6104219876802884,-1102.0,-76.0,5.0,74.0,1210.0,1.6600764347956731,-2217.0,-1266.0,-1030.0,-792.0,124.0,-1033.0029625525842,M02,OP09,good
-2069.0,-35.0,7.0,40.0,1998.0,2.5923394097222223,-1421.0,-56.0,7.0,66.0,1436.0,6.703049516908212,-2084.0,-1247.0,-1048.0,-821.0,-33.0,-1031.2312801932367,M02,OP09,good
-1953.0,-29.0,5.0,33.0,2033.0,2.1187945615898056,-956.0,-42.0,11.0,54.0,1015.0,4.677288759101942,-2459.0,-1114.0,-1028.0,-952.0,214.0,-1032.2504171723301,M02,OP09,good
-2082.0,-37.0,5.0,42.0,2115.0,2.51254287347561,-1397.0,-60.0,9.0,70.0,1428.0,6.118850038109756,-2117.0,-1272.0,-1052.0,-792.0,-21.0,-1031.5763290777438,M02,OP09,good
-2002.0,-52.0,5.0,52.0,2004.0,-0.7015286959134616,-1405.0,-85.0,9.0,81.0,1065.0,1.5902897761418269,-2067.0,-1200.0,-1034.0,-854.0,-152.0,-1032.1836970402644,M02,OP09,good
-2125.0,-35.0,5.0,40.0,2108.0,2.5677502320544554,-1436.0,-56.0,9.0,68.0,1374.0,6.544172532487623,-2207.0,-1272.0,-1056.0,-788.0,-29.0,-1031.7329246596535,M02,OP09,good
-1918.0,-42.0,7.0,44.0,1916.0,-0.8587390988372093,-1151.0,-87.0,5.0,81.0,1171.0,1.198373909883721,-2024.0,-1190.0,-1034.0,-864.0,-179.0,-1031.9609193313954,M02,OP09,good
-1952.0,-33.0,7.0,39.0,2129.0,2.7499905646135265,-1489.0,-52.0,9.0,64.0,1481.0,7.264874886775362,-2059.0,-1249.0,-1048.0,-817.0,-80.0,-1031.2415600467996,M02,OP09,good
-1981.0,-29.0,5.0,33.0,2090.0,2.1584828200849513,-995.0,-42.0,11.0,52.0,1220.0,4.54662848907767,-2408.0,-1112.0,-1030.0,-952.0,222.0,-1032.2453494766382,M02,OP09,good
-2184.0,-101.0,3.0,101.0,2334.0,-0.2847741168478261,-1561.0,-99.0,7.0,105.0,1704.0,4.213268040458937,-2061.0,-1298.0,-1054.0,-771.0,111.0,-1031.2791270380435,M02,OP09,good
-1991.0,-27.0,5.0,31.0,2315.0,2.3197815533980584,-1091.0,-40.0,9.0,52.0,1143.0,4.925074901395631,-2508.0,-1104.0,-1028.0,-960.0,85.0,-1031.9547652457525,M02,OP09,good
-2059.0,-27.0,5.0,31.0,2229.0,2.5876453049516908,-1028.0,-40.0,11.0,52.0,1122.0,4.924361224335748,-2432.0,-1110.0,-1030.0,-954.0,40.0,-1032.111686669686,M02,OP09,good
-1987.0,-66.0,1.0,56.0,2143.0,-0.5018050207345972,-1171.0,-91.0,1.0,85.0,1061.0,0.5719370186611374,-2092.0,-1216.0,-1030.0,-866.0,-78.0,-1032.9046347378555,M02,OP09,good
-2053.0,-27.0,5.0,33.0,2155.0,2.325560338288835,-1057.0,-42.0,11.0,52.0,1079.0,4.43677468901699,-2440.0,-1102.0,-1030.0,-962.0,91.0,-1032.1426397527305,M02,OP09,good
-1971.0,-29.0,5.0,33.0,2213.0,2.0872718131188117,-1216.0,-40.0,11.0,52.0,1220.0,4.905674698329208,-2477.0,-1114.0,-1030.0,-950.0,234.0,-1032.3813089805074,M02,OP09,good
-2010.0,-52.0,1.0,50.0,2129.0,0.3162118631516588,-1249.0,-80.0,9.0,80.0,1048.0,3.065420430983412,-2078.0,-1210.0,-1032.0,-860.0,-144.0,-1032.0484254665284,M02,OP09,good
-2609.0,-181.0,1.0,173.0,2641.0,-3.565624051881068,-1909.0,-167.0,0.0,165.0,2114.0,-1.507200963288835,-2391.0,-1368.0,-1054.0,-702.0,486.0,-1033.5905121738472,M02,OP09,good
-2104.0,-29.0,5.0,33.0,2117.0,2.0859471689356437,-1145.0,-40.0,11.0,52.0,1251.0,4.807409305383663,-2408.0,-1106.0,-1030.0,-958.0,181.0,-1032.0652363087872,M02,OP09,good
-2004.0,-29.0,5.0,33.0,2108.0,2.060184832317073,-1118.0,-42.0,11.0,52.0,1009.0,5.069898056402439,-2453.0,-1116.0,-1028.0,-948.0,132.0,-1031.8335604039635,M02,OP09,good
-2049.0,-50.0,5.0,52.0,2024.0,-0.3690662202380952,-1097.0,-87.0,7.0,87.0,1134.0,3.046647135416667,-2174.0,-1206.0,-1034.0,-843.0,-31.0,-1031.7825799851191,M02,OP09,good
-2494.0,-99.0,3.0,97.0,2192.0,-0.4343627339975845,-1973.0,-101.0,7.0,109.0,1741.0,4.7540524984903385,-2078.0,-1298.0,-1050.0,-769.0,199.0,-1031.169124584843,M02,OP09,good
-2149.0,-27.0,5.0,31.0,2203.0,2.324828506097561,-1348.0,-42.0,9.0,52.0,1198.0,4.581459603658536,-2490.0,-1104.0,-1028.0,-962.0,154.0,-1031.844736089939,M02,OP09,good
-2065.0,-27.0,5.0,31.0,2549.0,2.4902912621359223,-1003.0,-37.0,11.0,50.0,1134.0,5.515719811893204,-2383.0,-1112.0,-1030.0,-952.0,97.0,-1031.960311741505,M02,OP09,good
-2166.0,-52.0,1.0,50.0,2127.0,-1.1017836084905661,-1087.0,-83.0,1.0,78.0,1143.0,-0.41449550412735847,-2074.0,-1214.0,-1030.0,-858.0,-111.0,-1032.8051573555424,M02,OP09,good
-2350.0,-109.0,5.0,105.0,2375.0,-0.23970453789893617,-1368.0,-111.0,5.0,115.0,1506.0,4.328426279920213,-2121.0,-1260.0,-1040.0,-813.0,314.0,-1031.1541098736702,M02,OP10,good
-2028.0,-42.0,7.0,44.0,2076.0,1.3192528257978724,-1218.0,-76.0,5.0,80.0,1134.0,3.5337745179521276,-2274.0,-1106.0,-1032.0,-960.0,5.0,-1031.7156125332447,M02,OP10,good
-2137.0,-46.0,5.0,48.0,2293.0,1.3306749131944444,-1257.0,-80.0,7.0,83.0,1182.0,3.5890625,-2395.0,-1116.0,-1032.0,-950.0,-9.0,-1031.989236111111,M02,OP10,good
-2047.0,-68.0,3.0,62.0,2086.0,-1.3161399147727273,-1321.0,-89.0,5.0,81.0,1259.0,0.18968986742424243,-1963.0,-1179.0,-1032.0,-894.0,-136.0,-1031.8445588699494,M02,OP10,good
-2219.0,-66.0,5.0,66.0,2184.0,-0.85873382260101,-1169.0,-87.0,7.0,89.0,1188.0,2.02990845959596,-1953.0,-1182.0,-1032.0,-890.0,-76.0,-1032.1315202809344,M02,OP10,good
-2137.0,-48.0,5.0,52.0,2541.0,1.295178865131579,-1016.0,-80.0,5.0,80.0,1093.0,3.167845394736842,-2170.0,-1114.0,-1032.0,-954.0,113.0,-1031.8895045230263,M02,OP10,good
-2073.0,-50.0,5.0,52.0,2236.0,0.995345744680851,-1067.0,-80.0,7.0,81.0,1179.0,3.297342503324468,-2350.0,-1116.0,-1032.0,-950.0,74.0,-1032.090591755319,M02,OP10,good
-2106.0,-58.0,5.0,58.0,2063.0,-0.24357836174242425,-1128.0,-91.0,9.0,91.0,1307.0,2.504794034090909,-1961.0,-1194.0,-1032.0,-882.0,-148.0,-1031.8991477272727,M02,OP10,good
-2078.0,-48.0,5.0,52.0,2090.0,1.1216339760638299,-917.0,-80.0,5.0,81.0,940.0,2.8624916888297873,-2453.0,-1114.0,-1032.0,-950.0,25.0,-1031.950413480718,M02,OP10,good
-2086.0,-50.0,5.0,52.0,2115.0,0.9627451795212766,-1050.0,-81.0,7.0,83.0,1104.0,3.6419963430851063,-2527.0,-1116.0,-1032.0,-946.0,46.0,-1031.6442923038564,M02,OP10,good
-2194.0,-74.0,5.0,66.0,1971.0,-0.9149798768939394,-1622.0,-111.0,7.0,111.0,1637.0,2.9741161616161618,-1975.0,-1175.0,-1028.0,-899.0,-197.0,-1031.1925603693182,M02,OP10,good
-2309.0,-111.0,7.0,107.0,2266.0,-0.22188527960526316,-1497.0,-113.0,5.0,117.0,1409.0,5.06057771381579,-2092.0,-1264.0,-1040.0,-812.0,269.0,-1031.1706106085526,M02,OP10,good
-2032.0,-42.0,7.0,42.0,2174.0,1.2236328125,-1218.0,-76.0,5.0,78.0,1249.0,3.318089261968085,-2432.0,-1104.0,-1032.0,-960.0,165.0,-1031.7477040392287,M02,OP10,good
-2180.0,-42.0,5.0,46.0,2123.0,1.5722553453947368,-1048.0,-76.0,7.0,80.0,1218.0,3.5929173519736843,-2463.0,-1112.0,-1032.0,-954.0,46.0,-1031.8759251644738,M02,OP10,good
-2086.0,-89.0,1.0,74.0,2520.0,-1.4529708059210527,-1098.0,-97.0,3.0,89.0,1122.0,0.26107113486842104,-1961.0,-1196.0,-1030.0,-882.0,-179.0,-1032.6167249177631,M02,OP10,good
-2014.0,-52.0,7.0,54.0,2283.0,1.5803556743421052,-1344.0,-76.0,9.0,81.0,1518.0,6.181301398026315,-2235.0,-1206.0,-1038.0,-862.0,124.0,-1031.183552631579,M02,OP10,good
-2123.0,-48.0,5.0,52.0,2033.0,1.2006270559210526,-1134.0,-81.0,5.0,83.0,1286.0,2.7792146381578946,-2073.0,-1116.0,-1034.0,-950.0,19.0,-1032.1714021381579,M02,OP10,good
-2164.0,-52.0,7.0,52.0,2318.0,1.6980674342105264,-1438.0,-80.0,9.0,83.0,1464.0,5.704142680921053,-2112.0,-1220.0,-1040.0,-851.0,111.0,-1031.3814247532894,M02,OP10,good
-2121.0,-66.0,1.0,58.0,2061.0,-1.4502939551767677,-1143.0,-87.0,3.0,80.0,1089.0,-0.5343868371212122,-1905.0,-1182.0,-1032.0,-894.0,-150.0,-1032.8400213068182,M02,OP10,good
-2078.0,-54.0,7.0,56.0,2192.0,1.660392342032967,-1423.0,-78.0,9.0,85.0,1590.0,6.069132039835165,-2262.0,-1231.0,-1044.0,-839.0,177.0,-1031.4585658482142,M02,OP10,good
-2172.0,-58.0,5.0,56.0,2151.0,-0.9438277264030612,-1292.0,-89.0,7.0,89.0,1149.0,2.283123405612245,-1895.0,-1184.0,-1030.0,-882.0,-150.0,-1032.1175562021683,M02,OP10,good
-2073.0,-50.0,7.0,52.0,2094.0,1.7904026761968086,-1766.0,-76.0,9.0,83.0,1403.0,6.574364195478723,-2102.0,-1210.0,-1040.0,-858.0,124.0,-1031.108751662234,M02,OP10,good
-2071.0,-50.0,5.0,52.0,2207.0,1.1493729440789473,-1212.0,-80.0,7.0,81.0,1118.0,3.416488486842105,-2480.0,-1116.0,-1034.0,-952.0,74.0,-1032.0984375,M02,OP10,good
-2016.0,-58.0,5.0,52.0,1942.0,-1.8579508463541667,-1114.0,-105.0,3.0,95.0,1091.0,-1.4881388346354167,-1979.0,-1231.0,-1030.0,-843.0,103.0,-1033.1502685546875,M02,OP10,good
-2151.0,-52.0,7.0,52.0,2102.0,1.8180612664473683,-1452.0,-83.0,7.0,89.0,1499.0,5.6611328125,-2121.0,-1223.0,-1038.0,-853.0,220.0,-1031.4075041118422,M02,OP10,good
-2074.0,-52.0,7.0,54.0,2100.0,1.7495740525265957,-1516.0,-76.0,9.0,85.0,1372.0,5.431567902260638,-2336.0,-1223.0,-1040.0,-851.0,160.0,-1031.2854055851064,M02,OP10,good
-1961.0,-23.0,9.0,54.0,2125.0,17.22947120666504,-1180.0,-64.0,7.0,99.0,1108.0,15.110233306884766,-1932.0,-1134.0,-1048.0,-968.0,85.0,-1049.0404052734375,M02,OP10,good
-2194.0,-64.0,5.0,56.0,1992.0,-1.3379414876302083,-1897.0,-113.0,5.0,109.0,1870.0,1.453887939453125,-2194.0,-1204.0,-1032.0,-866.0,119.0,-1032.7827758789062,M02,OP10,good
